movieId,title,genres
1,Toy Story (1995),Unknown
2,GoldenEye (1995),Unknown
3,Four Rooms (1995),Unknown
4,Get Shorty (1995),Unknown
5,Copycat (1995),Unknown
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Unknown
7,Twelve Monkeys (1995),Unknown
8,Babe (1995),Unknown
9,Dead Man Walking (1995),Unknown
10,Richard III (1995),Unknown
11,Seven (Se7en) (1995),Unknown
12,"Usual Suspects, The (1995)",Unknown
13,Mighty Aphrodite (1995),Unknown
14,"Postino, Il (1994)",Unknown
15,Mr. Holland's Opus (1995),Unknown
16,French Twist (Gazon maudit) (1995),Unknown
17,From Dusk Till Dawn (1996),Unknown
18,"White Balloon, The (1995)",Unknown
19,Antonia's Line (1995),Unknown
20,Angels and Insects (1995),Unknown
21,Muppet Treasure Island (1996),Unknown
22,Braveheart (1995),Unknown
23,Taxi Driver (1976),Unknown
24,Rumble in the Bronx (1995),Unknown
25,"Birdcage, The (1996)",Unknown
26,"Brothers McMullen, The (1995)",Unknown
27,Bad Boys (1995),Unknown
28,Apollo 13 (1995),Unknown
29,Batman Forever (1995),Unknown
30,Belle de jour (1967),Unknown
31,Crimson Tide (1995),Unknown
32,Crumb (1994),Unknown
33,Desperado (1995),Unknown
34,"Doom Generation, The (1995)",Unknown
35,Free Willy 2: The Adventure Home (1995),Unknown
36,Mad Love (1995),Unknown
37,Nadja (1994),Unknown
38,"Net, The (1995)",Unknown
39,Strange Days (1995),Unknown
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Unknown
41,Billy Madison (1995),Unknown
42,Clerks (1994),Unknown
43,Disclosure (1994),Unknown
44,Dolores Claiborne (1994),Unknown
45,Eat Drink Man Woman (1994),Unknown
46,Exotica (1994),Unknown
47,Ed Wood (1994),Unknown
48,Hoop Dreams (1994),Unknown
49,I.Q. (1994),Unknown
50,Star Wars (1977),Unknown
51,Legends of the Fall (1994),Unknown
52,"Madness of King George, The (1994)",Unknown
53,Natural Born Killers (1994),Unknown
54,Outbreak (1995),Unknown
55,"Professional, The (1994)",Unknown
56,Pulp Fiction (1994),Unknown
57,Priest (1994),Unknown
58,Quiz Show (1994),Unknown
59,Three Colors: Red (1994),Unknown
60,Three Colors: Blue (1993),Unknown
61,Three Colors: White (1994),Unknown
62,Stargate (1994),Unknown
63,"Santa Clause, The (1994)",Unknown
64,"Shawshank Redemption, The (1994)",Unknown
65,What's Eating Gilbert Grape (1993),Unknown
66,While You Were Sleeping (1995),Unknown
67,Ace Ventura: Pet Detective (1994),Unknown
68,"Crow, The (1994)",Unknown
69,Forrest Gump (1994),Unknown
70,Four Weddings and a Funeral (1994),Unknown
71,"Lion King, The (1994)",Unknown
72,"Mask, The (1994)",Unknown
73,Maverick (1994),Unknown
74,Faster Pussycat! Kill! Kill! (1965),Unknown
75,Brother Minister: The Assassination of Malcolm X (1994),Unknown
76,Carlito's Way (1993),Unknown
77,"Firm, The (1993)",Unknown
78,Free Willy (1993),Unknown
79,"Fugitive, The (1993)",Unknown
80,Hot Shots! Part Deux (1993),Unknown
81,"Hudsucker Proxy, The (1994)",Unknown
82,Jurassic Park (1993),Unknown
83,Much Ado About Nothing (1993),Unknown
84,Robert A. Heinlein's The Puppet Masters (1994),Unknown
85,"Ref, The (1994)",Unknown
86,"Remains of the Day, The (1993)",Unknown
87,Searching for Bobby Fischer (1993),Unknown
88,Sleepless in Seattle (1993),Unknown
89,Blade Runner (1982),Unknown
90,So I Married an Axe Murderer (1993),Unknown
91,"Nightmare Before Christmas, The (1993)",Unknown
92,True Romance (1993),Unknown
93,Welcome to the Dollhouse (1995),Unknown
94,Home Alone (1990),Unknown
95,Aladdin (1992),Unknown
96,Terminator 2: Judgment Day (1991),Unknown
97,Dances with Wolves (1990),Unknown
98,"Silence of the Lambs, The (1991)",Unknown
99,Snow White and the Seven Dwarfs (1937),Unknown
100,Fargo (1996),Unknown
101,Heavy Metal (1981),Unknown
102,"Aristocats, The (1970)",Unknown
103,All Dogs Go to Heaven 2 (1996),Unknown
104,Theodore Rex (1995),Unknown
105,Sgt. Bilko (1996),Unknown
106,Diabolique (1996),Unknown
107,Moll Flanders (1996),Unknown
108,Kids in the Hall: Brain Candy (1996),Unknown
109,Mystery Science Theater 3000: The Movie (1996),Unknown
110,Operation Dumbo Drop (1995),Unknown
111,"Truth About Cats & Dogs, The (1996)",Unknown
112,Flipper (1996),Unknown
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Unknown
114,Wallace & Gromit: The Best of Aardman Animation (1996),Unknown
115,"Haunted World of Edward D. Wood Jr., The (1995)",Unknown
116,Cold Comfort Farm (1995),Unknown
117,"Rock, The (1996)",Unknown
118,Twister (1996),Unknown
119,Maya Lin: A Strong Clear Vision (1994),Unknown
120,Striptease (1996),Unknown
121,Independence Day (ID4) (1996),Unknown
122,"Cable Guy, The (1996)",Unknown
123,"Frighteners, The (1996)",Unknown
124,Lone Star (1996),Unknown
125,Phenomenon (1996),Unknown
126,"Spitfire Grill, The (1996)",Unknown
127,"Godfather, The (1972)",Unknown
128,Supercop (1992),Unknown
129,Bound (1996),Unknown
130,Kansas City (1996),Unknown
131,Breakfast at Tiffany's (1961),Unknown
132,"Wizard of Oz, The (1939)",Unknown
133,Gone with the Wind (1939),Unknown
134,Citizen Kane (1941),Unknown
135,2001: A Space Odyssey (1968),Unknown
136,Mr. Smith Goes to Washington (1939),Unknown
137,Big Night (1996),Unknown
138,D3: The Mighty Ducks (1996),Unknown
139,"Love Bug, The (1969)",Unknown
140,Homeward Bound: The Incredible Journey (1993),Unknown
141,"20,000 Leagues Under the Sea (1954)",Unknown
142,Bedknobs and Broomsticks (1971),Unknown
143,"Sound of Music, The (1965)",Unknown
144,Die Hard (1988),Unknown
145,"Lawnmower Man, The (1992)",Unknown
146,Unhook the Stars (1996),Unknown
147,"Long Kiss Goodnight, The (1996)",Unknown
148,"Ghost and the Darkness, The (1996)",Unknown
149,Jude (1996),Unknown
150,Swingers (1996),Unknown
151,Willy Wonka and the Chocolate Factory (1971),Unknown
152,Sleeper (1973),Unknown
153,"Fish Called Wanda, A (1988)",Unknown
154,Monty Python's Life of Brian (1979),Unknown
155,Dirty Dancing (1987),Unknown
156,Reservoir Dogs (1992),Unknown
157,Platoon (1986),Unknown
158,Weekend at Bernie's (1989),Unknown
159,Basic Instinct (1992),Unknown
160,Glengarry Glen Ross (1992),Unknown
161,Top Gun (1986),Unknown
162,On Golden Pond (1981),Unknown
163,"Return of the Pink Panther, The (1974)",Unknown
164,"Abyss, The (1989)",Unknown
165,Jean de Florette (1986),Unknown
166,Manon of the Spring (Manon des sources) (1986),Unknown
167,Private Benjamin (1980),Unknown
168,Monty Python and the Holy Grail (1974),Unknown
169,"Wrong Trousers, The (1993)",Unknown
170,Cinema Paradiso (1988),Unknown
171,Delicatessen (1991),Unknown
172,"Empire Strikes Back, The (1980)",Unknown
173,"Princess Bride, The (1987)",Unknown
174,Raiders of the Lost Ark (1981),Unknown
175,Brazil (1985),Unknown
176,Aliens (1986),Unknown
177,"Good, The Bad and The Ugly, The (1966)",Unknown
178,12 Angry Men (1957),Unknown
179,"Clockwork Orange, A (1971)",Unknown
180,Apocalypse Now (1979),Unknown
181,Return of the Jedi (1983),Unknown
182,GoodFellas (1990),Unknown
183,Alien (1979),Unknown
184,Army of Darkness (1993),Unknown
185,Psycho (1960),Unknown
186,"Blues Brothers, The (1980)",Unknown
187,"Godfather: Part II, The (1974)",Unknown
188,Full Metal Jacket (1987),Unknown
189,"Grand Day Out, A (1992)",Unknown
190,Henry V (1989),Unknown
191,Amadeus (1984),Unknown
192,Raging Bull (1980),Unknown
193,"Right Stuff, The (1983)",Unknown
194,"Sting, The (1973)",Unknown
195,"Terminator, The (1984)",Unknown
196,Dead Poets Society (1989),Unknown
197,"Graduate, The (1967)",Unknown
198,Nikita (La Femme Nikita) (1990),Unknown
199,"Bridge on the River Kwai, The (1957)",Unknown
200,"Shining, The (1980)",Unknown
201,Evil Dead II (1987),Unknown
202,Groundhog Day (1993),Unknown
203,Unforgiven (1992),Unknown
204,Back to the Future (1985),Unknown
205,Patton (1970),Unknown
206,Akira (1988),Unknown
207,Cyrano de Bergerac (1990),Unknown
208,Young Frankenstein (1974),Unknown
209,This Is Spinal Tap (1984),Unknown
210,Indiana Jones and the Last Crusade (1989),Unknown
211,M*A*S*H (1970),Unknown
212,"Unbearable Lightness of Being, The (1988)",Unknown
213,"Room with a View, A (1986)",Unknown
214,Pink Floyd - The Wall (1982),Unknown
215,Field of Dreams (1989),Unknown
216,When Harry Met Sally... (1989),Unknown
217,Bram Stoker's Dracula (1992),Unknown
218,Cape Fear (1991),Unknown
219,"Nightmare on Elm Street, A (1984)",Unknown
220,"Mirror Has Two Faces, The (1996)",Unknown
221,Breaking the Waves (1996),Unknown
222,Star Trek: First Contact (1996),Unknown
223,Sling Blade (1996),Unknown
224,Ridicule (1996),Unknown
225,101 Dalmatians (1996),Unknown
226,Die Hard 2 (1990),Unknown
227,Star Trek VI: The Undiscovered Country (1991),Unknown
228,Star Trek: The Wrath of Khan (1982),Unknown
229,Star Trek III: The Search for Spock (1984),Unknown
230,Star Trek IV: The Voyage Home (1986),Unknown
231,Batman Returns (1992),Unknown
232,Young Guns (1988),Unknown
233,Under Siege (1992),Unknown
234,Jaws (1975),Unknown
235,Mars Attacks! (1996),Unknown
236,Citizen Ruth (1996),Unknown
237,Jerry Maguire (1996),Unknown
238,Raising Arizona (1987),Unknown
239,Sneakers (1992),Unknown
240,Beavis and Butt-head Do America (1996),Unknown
241,"Last of the Mohicans, The (1992)",Unknown
242,Kolya (1996),Unknown
243,Jungle2Jungle (1997),Unknown
244,Smilla's Sense of Snow (1997),Unknown
245,"Devil's Own, The (1997)",Unknown
246,Chasing Amy (1997),Unknown
247,Turbo: A Power Rangers Movie (1997),Unknown
248,Grosse Pointe Blank (1997),Unknown
249,Austin Powers: International Man of Mystery (1997),Unknown
250,"Fifth Element, The (1997)",Unknown
251,Shall We Dance? (1996),Unknown
252,"Lost World: Jurassic Park, The (1997)",Unknown
253,"Pillow Book, The (1995)",Unknown
254,Batman & Robin (1997),Unknown
255,My Best Friend's Wedding (1997),Unknown
256,When the Cats Away (Chacun cherche son chat) (1996),Unknown
257,Men in Black (1997),Unknown
258,Contact (1997),Unknown
259,George of the Jungle (1997),Unknown
260,Event Horizon (1997),Unknown
261,Air Bud (1997),Unknown
262,In the Company of Men (1997),Unknown
263,Steel (1997),Unknown
264,Mimic (1997),Unknown
265,"Hunt for Red October, The (1990)",Unknown
266,Kull the Conqueror (1997),Unknown
267,unknown,Unknown
268,Chasing Amy (1997),Unknown
269,"Full Monty, The (1997)",Unknown
270,Gattaca (1997),Unknown
271,Starship Troopers (1997),Unknown
272,Good Will Hunting (1997),Unknown
273,Heat (1995),Unknown
274,Sabrina (1995),Unknown
275,Sense and Sensibility (1995),Unknown
276,Leaving Las Vegas (1995),Unknown
277,Restoration (1995),Unknown
278,Bed of Roses (1996),Unknown
279,Once Upon a Time... When We Were Colored (1995),Unknown
280,Up Close and Personal (1996),Unknown
281,"River Wild, The (1994)",Unknown
282,"Time to Kill, A (1996)",Unknown
283,Emma (1996),Unknown
284,Tin Cup (1996),Unknown
285,Secrets & Lies (1996),Unknown
286,"English Patient, The (1996)",Unknown
287,Marvin's Room (1996),Unknown
288,Scream (1996),Unknown
289,Evita (1996),Unknown
290,Fierce Creatures (1997),Unknown
291,Absolute Power (1997),Unknown
292,Rosewood (1997),Unknown
293,Donnie Brasco (1997),Unknown
294,Liar Liar (1997),Unknown
295,Breakdown (1997),Unknown
296,"Promesse, La (1996)",Unknown
297,Ulee's Gold (1997),Unknown
298,Face/Off (1997),Unknown
299,Hoodlum (1997),Unknown
300,Air Force One (1997),Unknown
301,In & Out (1997),Unknown
302,L.A. Confidential (1997),Unknown
303,Ulee's Gold (1997),Unknown
304,Fly Away Home (1996),Unknown
305,"Ice Storm, The (1997)",Unknown
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Unknown
307,"Devil's Advocate, The (1997)",Unknown
308,FairyTale: A True Story (1997),Unknown
309,Deceiver (1997),Unknown
310,"Rainmaker, The (1997)",Unknown
311,"Wings of the Dove, The (1997)",Unknown
312,Midnight in the Garden of Good and Evil (1997),Unknown
313,Titanic (1997),Unknown
314,3 Ninjas: High Noon At Mega Mountain (1998),Unknown
315,Apt Pupil (1998),Unknown
316,As Good As It Gets (1997),Unknown
317,In the Name of the Father (1993),Unknown
318,Schindler's List (1993),Unknown
319,Everyone Says I Love You (1996),Unknown
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Unknown
321,Mother (1996),Unknown
322,Murder at 1600 (1997),Unknown
323,Dante's Peak (1997),Unknown
324,Lost Highway (1997),Unknown
325,Crash (1996),Unknown
326,G.I. Jane (1997),Unknown
327,Cop Land (1997),Unknown
328,Conspiracy Theory (1997),Unknown
329,Desperate Measures (1998),Unknown
330,187 (1997),Unknown
331,"Edge, The (1997)",Unknown
332,Kiss the Girls (1997),Unknown
333,"Game, The (1997)",Unknown
334,U Turn (1997),Unknown
335,How to Be a Player (1997),Unknown
336,Playing God (1997),Unknown
337,"House of Yes, The (1997)",Unknown
338,Bean (1997),Unknown
339,Mad City (1997),Unknown
340,Boogie Nights (1997),Unknown
341,Critical Care (1997),Unknown
342,"Man Who Knew Too Little, The (1997)",Unknown
343,Alien: Resurrection (1997),Unknown
344,"Apostle, The (1997)",Unknown
345,Deconstructing Harry (1997),Unknown
346,Jackie Brown (1997),Unknown
347,Wag the Dog (1997),Unknown
348,Desperate Measures (1998),Unknown
349,Hard Rain (1998),Unknown
350,Fallen (1998),Unknown
351,"Prophecy II, The (1998)",Unknown
352,Spice World (1997),Unknown
353,Deep Rising (1998),Unknown
354,"Wedding Singer, The (1998)",Unknown
355,Sphere (1998),Unknown
356,"Client, The (1994)",Unknown
357,One Flew Over the Cuckoo's Nest (1975),Unknown
358,Spawn (1997),Unknown
359,"Assignment, The (1997)",Unknown
360,Wonderland (1997),Unknown
361,Incognito (1997),Unknown
362,Blues Brothers 2000 (1998),Unknown
363,Sudden Death (1995),Unknown
364,Ace Ventura: When Nature Calls (1995),Unknown
365,Powder (1995),Unknown
366,Dangerous Minds (1995),Unknown
367,Clueless (1995),Unknown
368,Bio-Dome (1996),Unknown
369,Black Sheep (1996),Unknown
370,Mary Reilly (1996),Unknown
371,"Bridges of Madison County, The (1995)",Unknown
372,Jeffrey (1995),Unknown
373,Judge Dredd (1995),Unknown
374,Mighty Morphin Power Rangers: The Movie (1995),Unknown
375,Showgirls (1995),Unknown
376,Houseguest (1994),Unknown
377,Heavyweights (1994),Unknown
378,Miracle on 34th Street (1994),Unknown
379,Tales From the Crypt Presents: Demon Knight (1995),Unknown
380,Star Trek: Generations (1994),Unknown
381,Muriel's Wedding (1994),Unknown
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",Unknown
383,"Flintstones, The (1994)",Unknown
384,Naked Gun 33 1/3: The Final Insult (1994),Unknown
385,True Lies (1994),Unknown
386,Addams Family Values (1993),Unknown
387,"Age of Innocence, The (1993)",Unknown
388,Beverly Hills Cop III (1994),Unknown
389,Black Beauty (1994),Unknown
390,Fear of a Black Hat (1993),Unknown
391,Last Action Hero (1993),Unknown
392,"Man Without a Face, The (1993)",Unknown
393,Mrs. Doubtfire (1993),Unknown
394,Radioland Murders (1994),Unknown
395,Robin Hood: Men in Tights (1993),Unknown
396,Serial Mom (1994),Unknown
397,Striking Distance (1993),Unknown
398,Super Mario Bros. (1993),Unknown
399,"Three Musketeers, The (1993)",Unknown
400,"Little Rascals, The (1994)",Unknown
401,"Brady Bunch Movie, The (1995)",Unknown
402,Ghost (1990),Unknown
403,Batman (1989),Unknown
404,Pinocchio (1940),Unknown
405,Mission: Impossible (1996),Unknown
406,Thinner (1996),Unknown
407,Spy Hard (1996),Unknown
408,"Close Shave, A (1995)",Unknown
409,Jack (1996),Unknown
410,Kingpin (1996),Unknown
411,"Nutty Professor, The (1996)",Unknown
412,"Very Brady Sequel, A (1996)",Unknown
413,Tales from the Crypt Presents: Bordello of Blood (1996),Unknown
414,My Favorite Year (1982),Unknown
415,"Apple Dumpling Gang, The (1975)",Unknown
416,Old Yeller (1957),Unknown
417,"Parent Trap, The (1961)",Unknown
418,Cinderella (1950),Unknown
419,Mary Poppins (1964),Unknown
420,Alice in Wonderland (1951),Unknown
421,William Shakespeare's Romeo and Juliet (1996),Unknown
422,Aladdin and the King of Thieves (1996),Unknown
423,E.T. the Extra-Terrestrial (1982),Unknown
424,Children of the Corn: The Gathering (1996),Unknown
425,Bob Roberts (1992),Unknown
426,"Transformers: The Movie, The (1986)",Unknown
427,To Kill a Mockingbird (1962),Unknown
428,Harold and Maude (1971),Unknown
429,"Day the Earth Stood Still, The (1951)",Unknown
430,Duck Soup (1933),Unknown
431,Highlander (1986),Unknown
432,Fantasia (1940),Unknown
433,Heathers (1989),Unknown
434,Forbidden Planet (1956),Unknown
435,Butch Cassidy and the Sundance Kid (1969),Unknown
436,"American Werewolf in London, An (1981)",Unknown
437,Amityville 1992: It's About Time (1992),Unknown
438,Amityville 3-D (1983),Unknown
439,Amityville: A New Generation (1993),Unknown
440,Amityville II: The Possession (1982),Unknown
441,"Amityville Horror, The (1979)",Unknown
442,"Amityville Curse, The (1990)",Unknown
443,"Birds, The (1963)",Unknown
444,"Blob, The (1958)",Unknown
445,"Body Snatcher, The (1945)",Unknown
446,Burnt Offerings (1976),Unknown
447,Carrie (1976),Unknown
448,"Omen, The (1976)",Unknown
449,Star Trek: The Motion Picture (1979),Unknown
450,Star Trek V: The Final Frontier (1989),Unknown
451,Grease (1978),Unknown
452,Jaws 2 (1978),Unknown
453,Jaws 3-D (1983),Unknown
454,Bastard Out of Carolina (1996),Unknown
455,Jackie Chan's First Strike (1996),Unknown
456,Beverly Hills Ninja (1997),Unknown
457,Free Willy 3: The Rescue (1997),Unknown
458,Nixon (1995),Unknown
459,"Cry, the Beloved Country (1995)",Unknown
460,"Crossing Guard, The (1995)",Unknown
461,Smoke (1995),Unknown
462,Like Water For Chocolate (Como agua para chocolate) (1992),Unknown
463,"Secret of Roan Inish, The (1994)",Unknown
464,Vanya on 42nd Street (1994),Unknown
465,"Jungle Book, The (1994)",Unknown
466,Red Rock West (1992),Unknown
467,"Bronx Tale, A (1993)",Unknown
468,Rudy (1993),Unknown
469,Short Cuts (1993),Unknown
470,Tombstone (1993),Unknown
471,Courage Under Fire (1996),Unknown
472,Dragonheart (1996),Unknown
473,James and the Giant Peach (1996),Unknown
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Unknown
475,Trainspotting (1996),Unknown
476,"First Wives Club, The (1996)",Unknown
477,Matilda (1996),Unknown
478,"Philadelphia Story, The (1940)",Unknown
479,Vertigo (1958),Unknown
480,North by Northwest (1959),Unknown
481,"Apartment, The (1960)",Unknown
482,Some Like It Hot (1959),Unknown
483,Casablanca (1942),Unknown
484,"Maltese Falcon, The (1941)",Unknown
485,My Fair Lady (1964),Unknown
486,Sabrina (1954),Unknown
487,Roman Holiday (1953),Unknown
488,Sunset Blvd. (1950),Unknown
489,Notorious (1946),Unknown
490,To Catch a Thief (1955),Unknown
491,"Adventures of Robin Hood, The (1938)",Unknown
492,East of Eden (1955),Unknown
493,"Thin Man, The (1934)",Unknown
494,His Girl Friday (1940),Unknown
495,Around the World in 80 Days (1956),Unknown
496,It's a Wonderful Life (1946),Unknown
497,Bringing Up Baby (1938),Unknown
498,"African Queen, The (1951)",Unknown
499,Cat on a Hot Tin Roof (1958),Unknown
500,Fly Away Home (1996),Unknown
501,Dumbo (1941),Unknown
502,Bananas (1971),Unknown
503,"Candidate, The (1972)",Unknown
504,Bonnie and Clyde (1967),Unknown
505,Dial M for Murder (1954),Unknown
506,Rebel Without a Cause (1955),Unknown
507,"Streetcar Named Desire, A (1951)",Unknown
508,"People vs. Larry Flynt, The (1996)",Unknown
509,My Left Foot (1989),Unknown
510,"Magnificent Seven, The (1954)",Unknown
511,Lawrence of Arabia (1962),Unknown
512,Wings of Desire (1987),Unknown
513,"Third Man, The (1949)",Unknown
514,Annie Hall (1977),Unknown
515,"Boot, Das (1981)",Unknown
516,Local Hero (1983),Unknown
517,Manhattan (1979),Unknown
518,Miller's Crossing (1990),Unknown
519,"Treasure of the Sierra Madre, The (1948)",Unknown
520,"Great Escape, The (1963)",Unknown
521,"Deer Hunter, The (1978)",Unknown
522,Down by Law (1986),Unknown
523,Cool Hand Luke (1967),Unknown
524,"Great Dictator, The (1940)",Unknown
525,"Big Sleep, The (1946)",Unknown
526,Ben-Hur (1959),Unknown
527,Gandhi (1982),Unknown
528,"Killing Fields, The (1984)",Unknown
529,My Life as a Dog (Mitt liv som hund) (1985),Unknown
530,"Man Who Would Be King, The (1975)",Unknown
531,Shine (1996),Unknown
532,Kama Sutra: A Tale of Love (1996),Unknown
533,"Daytrippers, The (1996)",Unknown
534,Traveller (1997),Unknown
535,Addicted to Love (1997),Unknown
536,Ponette (1996),Unknown
537,My Own Private Idaho (1991),Unknown
538,Anastasia (1997),Unknown
539,Mouse Hunt (1997),Unknown
540,Money Train (1995),Unknown
541,Mortal Kombat (1995),Unknown
542,Pocahontas (1995),Unknown
543,"Misérables, Les (1995)",Unknown
544,Things to Do in Denver when You're Dead (1995),Unknown
545,Vampire in Brooklyn (1995),Unknown
546,Broken Arrow (1996),Unknown
547,"Young Poisoner's Handbook, The (1995)",Unknown
548,"NeverEnding Story III, The (1994)",Unknown
549,Rob Roy (1995),Unknown
550,Die Hard: With a Vengeance (1995),Unknown
551,Lord of Illusions (1995),Unknown
552,Species (1995),Unknown
553,"Walk in the Clouds, A (1995)",Unknown
554,Waterworld (1995),Unknown
555,White Man's Burden (1995),Unknown
556,Wild Bill (1995),Unknown
557,Farinelli: il castrato (1994),Unknown
558,Heavenly Creatures (1994),Unknown
559,Interview with the Vampire (1994),Unknown
560,"Kid in King Arthur's Court, A (1995)",Unknown
561,Mary Shelley's Frankenstein (1994),Unknown
562,"Quick and the Dead, The (1995)",Unknown
